times
1300
2200
1500
1200
2200
1800
1400
1000
1200
1600
1600
1100
1200
1000
900
800
1000
1900
1000
1100
1200
1900
1400
800
1000
1700
1500
2300
1200
1400
1100
1500
900
1700
2100
1000
1700
1200
1100
900
800
1000
6300
800
1400
1200
1100
1300
1900
1100
2000
1800
1100
1200
1100
18800
2200
12500
700
1400
900
700
1200
700
800
700
800
700
700
600
800
800
700
600
800
1000
700
800
800
900
700
900
1100
700
600
700
800
1600
700
700
900
1200
1300
1300
800
1600
1000
1000
900
31800
14900
8500
400
1200
400
500
500
600
400
800
600
300
400
400
300
500
600
500
300
400
500
600
400
200
500
500
400
500
300
200
400
300
500
500
400
400
300
300
300
300
500
200
900
400
300
900
300
400
300
200
400
600
300
400
500
300
200
600
500
300
500
300
300
300
500
300
400
400
200
300
200
300
400
200
400
400
300
300
500
500
300
600
300
300
300
300
300
300
300
700
400
300
700
800
200
200
400
400
300
300
300
400
300
300
200
400
500
300
300
300
400
400
300
300
400
400
300
300
200
300
300
300
300
600
500
400
500
700
900
200
700
400
300
300
500
300
300
400
300
700
300
500
400
300
300
300
200
300
500
900
800
300
500
300
300
200
400
500
300
600
300
300
400
900
500
300
300
500
300
400
300
400
400
300
500
400
600
300
700
500
700
300
600
300
400
400
300
500
200
600
500
300
300
300
400
600
200
400
300
400
500
400
200
300
300
400
500
600
400
300
400
300
300
200
700
300
300
300
400
400
300
300
300
400
300
200
500
300
200
300
300
500
300
400
300
300
200
300
300
300
600
400
400
300
200
300
300
300
200
900
300
300
400
300
400
300
300
300
300
300
200
500
300
300
300
400
300
400
300
300
200
500
200
300
300
500
200
300
300
400
300
300
300
300
500
400
400
500
300
800
300
400
300
300
300
400
500
500
400
200
200
200
400
200
400
400
400
300
1300
500
300
500
400
400
300
300
300
500
300
200
200
400
200
400
400
200
400
300
300
400
200
200
300
600
300
400
400
300
400
300
500
900
500
300
300
200
400
300
200
300
300
500
800
300
400
400
200
400
300
400
300
300
300
300
400
500
400
400
400
500
600
500
300
300
300
400
300
600
300
900
300
300
300
200
200
400
500
300
400
300
300
400
300
400
300
400
500
300
300
600
400
800
500
400
200
200
400
400
400
300
1500
300
200
400
300
500
400
300
600
300
300
300
300
200
300
400
400
400
300
300
500
300
400
300
300
300
1400
300
200
300
300
300
900
200
400
300
300
300
400
300
300
200
300
400
700
300
300
400
300
600
300
500
200
400
300
200
300
300
400
200
400
1100
400
800
400
300
500
400
200
400
400
400
500
400
400
300
300
400
400
200
400
400
500
800
300
400
900
300
300
500
300
600
300
400
300
300
300
800
300
300
200
700
600
300
400
400
300
200
400
500
500
300
500
400
300
300
400
300
400
800
500
300
200
800
300
300
400
700
600
500
500
300
300
300
500
300
500
400
400
300
400
300
400
300
600
200
400
400
300
1300
300
400
300
500
300
200
300
400
500
400
300
400
300
200
400
300
400
200
300
400
400
300
400
400
400
300
400
400
1000
1000
300
300
300
1300
300
300
300
200
200
200
300
600
300
500
900
400
200
300
400
400
200
300
400
300
300
500
400
300
300
400
200
400
700
200
300
200
400
300
400
400
400
300
200
300
400
300
300
400
400
400
300
500
300
400
300
300
300
500
300
400
300
300
300
400
300
700
400
300
300
400
600
400
400
400
600
400
400
300
300
1200
300
200
300
400
400
300
300
300
200
300
300
300
400
300
400
600
300
400
200
300
300
300
1000
200
300
300
400
300
300
300
300
300
500
300
300
600
500
300
300
200
400
300
400
300
200
300
500
400
200
300
400
400
300
3600
400
300
300
400
400
400
300
400
300
400
300
300
400
400
400
400
200
300
400
400
300
300
300
300
300
1000
400
300
300
300
300
300
300
300
400
400
300
500
400
400
300
300
300
200
400
300
400
500
300
300
400
300
300
400
400
300
300
300
600
300
400
400
400
300
700
500
200
300
300
400
400
200
300
300
200
500
300
200
200
300
400
400
300
500
200
300
400
300
200
200
300
400
200
300
300
1000
300
400
300
300
200
1100
400
200
300
300
300
300
200
300
200
600
200
500
300
200
500
300
500
700
400
300
600
300
500
400
300
200
300
600
400
300
400
300
200
400
300
300
400
400
400
300
400
300
400
400
300
500
400
300
300
300
400
300
500
400
600
300
500
300
300
500
1000
500
300
300
300
300
700
300
400
300
200
700
500
200
300
300
300
300
300
500
400
400
300
400
300
300
500
300
400
300
300
300
300
400
400
200
300
500
200
400
200
400
300
300
300
300
600
300
300
300
300
200
400
300
900
300
400
200
200
300
300
300
400
500
800
300
400
300
400
300
200
200
400
400
200
600
300
300
200
400
400
400
300
400
300
300
300
500
500
300
500
500
400
1200
300
400
300
400
400
300
400
200
300
400
300
300
500
300
300
300
400
400
200
400
400
400
300
400
300
300
800
400
400
600
400
700
300
200
300
300
200
400
300
200
300
300
300
800
200
400
700
400
200
400
300
300
200
400
300
300
200
400
300
300
800
400
300
300
300
400
300
200
500
400
300
500
500
800
500
300
300
400
300
600
400
200
200
300
200
300
500
300
300
300
400
400
400
200
400
400
400
300
300
300
300
200
300
300
200
300
400
400
300
200
800
300
200
400
300
300
300
500
300
300
100
300
200
300
300
400
300
400
300
400
300
300
400
600
300
300
400
300
400
300
500
200
200
300
300
400
300
600
400
400
300
200
300
1100
300
500
200
300
200
300
400
300
300
300
300
200
400
400
300
400
500
500
400
600
700
300
400
300
400
300
600
300
300
300
200
400
900
400
600
400
400
200
300
300
300
300
500
400
400
400
600
300
300
300
1000
400
300
300
300
300
400
300
200
300
300
300
200
400
300
300
400
200
400
400
300
400
500
300
200
400
300
200
300
300
500
1300
300
300
500
200
300
400
400
400
300
300
400
400
200
300
300
900
300
500
400
300
300
300
400
400
400
400
400
300
900
300
300
300
300
400
200
200
300
500
300
400
300
1200
300
400
400
300
300
300
300
200
300
300
300
400
300
400
500
300
700
300
300
200
300
300
400
400
300
500
300
300
300
400
200
400
300
600
400
400
300
300
300
300
300
300
400
300
300
300
200
300
400
200
300
400
300
400
300
300
600
300
300
500
400
300
300
300
300
400
300
400
400
300
1100
700
500
400
400
400
500
500
400
200
400
300
200
200
400
300
300
300
300
400
300
300
400
300
800
300
300
400
200
300
300
400
300
300
500
400
300
300
300
200
400
400
300
200
500
300
300
300
400
400
300
400
400
300
200
300
400
900
500
300
400
700
300
500
600
300
800
400
400
200
300
400
300
400
200
300
300
300
300
300
300
300
300
500
300
300
200
400
400
300
400
700
300
200
400
300
300
400
300
200
500
500
300
200
400
500
300
300
300
400
200
200
300
400
300
200
400
300
400
300
400
300
300
300
500
300
200
500
500
300
300
300
300
400
600
400
500
500
700
700
300
300
400
500
300
300
300
300
300
200
400
400
300
300
600
300
400
300
400
300
400
500
200
300
200
500
500
200
300
400
300
300
300
300
400
300
500
300
400
300
300
300
300
200
300
300
300
400
400
400
300
300
400
400
300
400
300
300
400
200
400
300
300
400
700
200
600
300
300
300
400
400
500
300
400
400
200
300
300
400
400
400
200
200
200
300
300
300
300
500
400
300
300
300
400
400
300
900
400
300
400
400
300
300
200
800
1000
300
400
400
300
200
300
300
300
300
200
300
400
300
400
600
200
200
500
400
200
500
300
300
400
400
500
300
300
600
300
400
200
300
500
900
300
300
300
200
400
300
300
300
400
400
400
300
300
500
200
300
400
300
200
600
400
300
300
400
600
300
400
400
300
200
300
300
200
300
400
400
200
300
300
300
300
800
400
400
400
300
400
700
300
400
500
400
300
300
200
300
300
300
400
500
300
300
300
300
300
400
200
300
300
400
400
300
400
400
300
200
200
400
300
600
300
300
300
300
400
800
300
400
400
300
200
300
300
300
400
400
400
1000
300
400
500
300
500
400
400
300
400
400
300
300
300
300
400
400
400
1000
200
600
300
300
300
500
200
200
300
300
400
300
800
300
400
300
200
400
400
300
300
5300
400
300
300
400
400
200
200
300
300
200
400
300
300
300
400
500
300
300
400
400
400
300
400
300
300
600
400
200
800
500
300
900
400
300
700
400
300
400
400
300
300
300
500
300
300
400
300
300
400
400
300
600
400
300
300
200
400
300
300
500
200
300
300
400
300
200
200
600
600
300
300
200
300
400
300
400
1000
300
600
500
300
300
300
700
500
500
700
400
200
300
300
400
400
700
400
300
300
500
300
300
200
300
500
300
300
300
400
300
200
300
400
300
300
200
300
300
500
400
400
400
200
300
200
200
300
400
300
300
600
500
500
300
300
400
300
400
500
300
300
400
300
400
200
400
400
1000
300
300
600
300
300
300
400
300
300
400
300
300
500
300
300
300
300
300
300
300
400
300
300
300
300
300
1000
300
500
300
300
300
300
400
300
1100
500
300
200
400
500
300
400
200
300
300
400
400
400
300
400
300
300
200
300
200
400
300
300
400
300
300
300
300
300
400
300
400
300
500
300
300
300
300
300
300
300
300
300
300
400
400
300
300
600
400
800
300
400
300
300
300
300
200
300
200
500
300
400
300
300
400
300
200
500
300
300
600
200
600
300
400
300
600
300
300
300
800
300
300
200
400
200
300
400
300
300
200
200
300
300
400
200
300
400
300
200
500
400
200
200
300
400
300
300
300
300
400
300
400
200
300
300
400
400
400
500
300
200
300
300
300
300
200
1100
300
300
300
300
100
400
300
300
500
200
300
300
300
300
400
300
400
400
400
300
300
300
200
300
400
200
300
400
200
300
200
400
300
400
500
500
300
400
300
400
200
400
300
500
300
200
200
300
300
400
1000
300
900
500
300
300
300
300
300
200
400
400
300
300
200
300
300
300
400
300
200
300
300
300
500
400
300
400
300
200
400
200
200
400
300
200
400
400
300
300
300
300
300
300
300
300
300
400
200
200
300
300
400
600
400
200
300
300
200
300
400
400
400
1000
700
300
300
600
200
300
200
400
400
1000
300
300
400
300
300
300
900
300
300
300
500
400
700
700
600
300
300
300
500
500
300
300
400
200
400
200
300
400
300
300
400
400
300
400
300
400
200
300
400
200
300
300
500
300
300
400
600
300
300
300
300
300
500
300
200
300
300
500
300
300
300
200
300
400
400
500
300
400
300
300
300
300
300
400
200
900
400
200
300
300
300
300
300
900
300
400
200
400
300
300
300
300
200
300
400
400
300
300
300
300
300
1100
400
300
300
300
300
300
400
400
300
300
200
400
300
200
400
1000
400
300
500
400
300
300
300
300
300
300
300
400
400
500
300
300
900
300
400
300
200
300
200
300
300
800
300
400
300
400
300
300
200
300
500
400
400
400
200
300
300
300
300
400
700
200
300
300
400
300
200
300
300
400
300
400
300
300
200
400
300
200
300
300
300
300
300
300
400
300
300
300
400
300
400
300
400
300
400
600
200
300
300
400
200
600
600
300
300
400
300
300
300
700
600
200
300
300
300
300
300
300
300
500
200
400
300
200
300
400
300
400
300
300
400
300
200
300
300
300
400
500
200
200
300
200
300
300
200
300
300
200
400
400
200
900
300
900
1100
600
800
300
400
200
200
300
500
1400
300
200
300
500
400
500
200
400
300
300
200
300
200
100
200
200
200
300
200
200
200
300
300
200
200
400
300
200
500
400
700
500
400
500
400
300
400
400
300
300
700
300
300
300
300
300
300
300
400
300
300
400
400
300
300
300
400
300
300
400
300
200
400
200
400
400
300
400
700
300
200
300
300
300
300
200
300
400
400
200
300
400
1000
400
400
400
300
200
300
400
400
400
500
400
900
200
400
300
300
300
300
200
400
200
500
300
300
300
400
500
200
400
900
300
200
300
300
300
300
400
300
300
300
200
100
300
300
300
400
300
300
400
200
300
300
400
400
200
300
300
300
300
400
400
400
200
500
500
300
300
300
300
200
400
200
500
400
400
400
400
300
300
400
600
300
400
300
300
300
300
300
800
300
300
300
300
300
400
200
200
400
400
500
400
600
500
300
300
300
300
200
300
300
300
300
300
300
200
400
400
400
400
300
300
300
700
500
200
300
300
300
400
400
300
300
400
200
200
400
200
300
200
400
500
200
300
200
400
300
200
300
800
300
300
500
400
300
400
400
400
300
400
400
300
400
300
300
200
300
400
400
300
400
200
200
200
300
300
300
300
300
300
300
300
300
600
400
500
300
400
400
500
400
300
300
300
500
400
300
300
300
300
600
300
400
200
300
400
500
300
500
900
400
300
400
300
400
300
500
400
300
1000
300
400
300
300
400
300
300
900
500
300
300
300
400
300
200
200
400
900
300
300
3400
300
200
200
300
400
200
400
300
200
400
300
300
500
400
400
300
400
500
400
300
300
200
500
300
400
300
200
300
300
400
300
300
300
300
200
500
300
400
300
800
300
400
300
300
300
300
300
400
400
300
300
300
300
300
400
400
400
300
300
500
300
200
900
400
300
400
500
200
200
300
200
400
300
300
400
500
300
400
300
300
300
300
500
300
200
400
300
200
700
200
300
400
300
400
300
300
300
300
200
300
300
500
300
200
200
800
300
300
300
200
200
300
300
300
200
300
300
300
400
300
300
300
300
300
300
500
300
300
300
200
500
400
400
200
600
300
400
300
100
400
400
300
300
400
400
200
400
400
200
200
300
400
300
400
300
400
300
300
300
1100
300
300
300
300
